date,metric,category,geography,unit,series_type,value
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Victoria,Percent,Seasonally Adjusted,1.2
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Victoria,Percent,Seasonally Adjusted,6.1
2026-03-01,Household spending,Services,Victoria,$ Millions,Seasonally Adjusted,8541.7
2026-03-01,Household spending - Percentage change from previous period,Services,Victoria,Percent,Seasonally Adjusted,-0.2
2026-03-01,Household spending - Through the year percentage change,Services,Victoria,Percent,Seasonally Adjusted,3.8
2026-03-01,Household spending,Total (Household Spending Categories),Victoria,$ Millions,Seasonally Adjusted,19423.8
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Victoria,Percent,Seasonally Adjusted,1.3
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Victoria,Percent,Seasonally Adjusted,4.0
2026-03-01,Household spending,Transport,Victoria,$ Millions,Seasonally Adjusted,3453.2
2026-03-01,Household spending - Percentage change from previous period,Transport,Victoria,Percent,Seasonally Adjusted,4.0
2026-03-01,Household spending - Through the year percentage change,Transport,Victoria,Percent,Seasonally Adjusted,4.4
2026-03-01,Household spending,Alcoholic beverages and tobacco,Western Australia,$ Millions,Seasonally Adjusted,289.6
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Western Australia,Percent,Seasonally Adjusted,-0.1
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Western Australia,Percent,Seasonally Adjusted,-11.7
2026-03-01,Household spending,Clothing and footwear,Western Australia,$ Millions,Seasonally Adjusted,460.7
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,Western Australia,Percent,Seasonally Adjusted,2.0
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,Western Australia,Percent,Seasonally Adjusted,8.9
2026-03-01,Household spending,Discretionary,Western Australia,$ Millions,Seasonally Adjusted,5815.6
2026-03-01,Household spending - Percentage change from previous period,Discretionary,Western Australia,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Discretionary,Western Australia,Percent,Seasonally Adjusted,7.4
2026-03-01,Household spending,Food,Western Australia,$ Millions,Seasonally Adjusted,1537.4
2026-03-01,Household spending - Percentage change from previous period,Food,Western Australia,Percent,Seasonally Adjusted,2.3
2026-03-01,Household spending - Through the year percentage change,Food,Western Australia,Percent,Seasonally Adjusted,9.0
2026-03-01,Household spending,Furnishings and household equipment,Western Australia,$ Millions,Seasonally Adjusted,609.3
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,0.4
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,7.7
2026-03-01,Household spending,Goods,Western Australia,$ Millions,Seasonally Adjusted,4948.7
2026-03-01,Household spending - Percentage change from previous period,Goods,Western Australia,Percent,Seasonally Adjusted,3.4
2026-03-01,Household spending - Through the year percentage change,Goods,Western Australia,Percent,Seasonally Adjusted,8.0
2026-03-01,Household spending,Health,Western Australia,$ Millions,Seasonally Adjusted,1169.3
2026-03-01,Household spending - Percentage change from previous period,Health,Western Australia,Percent,Seasonally Adjusted,-0.6
2026-03-01,Household spending - Through the year percentage change,Health,Western Australia,Percent,Seasonally Adjusted,8.0
2026-03-01,Household spending,"Hotels, cafes and restaurants",Western Australia,$ Millions,Seasonally Adjusted,1113.6
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,-1.4
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,5.5
2026-03-01,Household spending,Miscellaneous goods and services,Western Australia,$ Millions,Seasonally Adjusted,905.3
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,2.7
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,11.6
2026-03-01,Household spending,Non Discretionary,Western Australia,$ Millions,Seasonally Adjusted,3615.5
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,2.9
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,9.9
2026-03-01,Household spending,Recreation and culture,Western Australia,$ Millions,Seasonally Adjusted,1356.5
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,1.7
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,12.5
2026-03-01,Household spending,Services,Western Australia,$ Millions,Seasonally Adjusted,4482.4
2026-03-01,Household spending - Percentage change from previous period,Services,Western Australia,Percent,Seasonally Adjusted,-0.1
2026-03-01,Household spending - Through the year percentage change,Services,Western Australia,Percent,Seasonally Adjusted,8.7
2026-03-01,Household spending,Total (Household Spending Categories),Western Australia,$ Millions,Seasonally Adjusted,9431.1
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,1.7
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,8.3
2026-03-01,Household spending,Transport,Western Australia,$ Millions,Seasonally Adjusted,1989.5
2026-03-01,Household spending - Percentage change from previous period,Transport,Western Australia,Percent,Seasonally Adjusted,4.7
2026-03-01,Household spending - Through the year percentage change,Transport,Western Australia,Percent,Seasonally Adjusted,9.2
2026-04-01,Household spending,Alcoholic beverages and tobacco,Australia,$ Millions,Seasonally Adjusted,2820.5
2026-04-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,0.3
2026-04-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,-7.6
2026-04-01,Household spending,Clothing and footwear,Australia,$ Millions,Seasonally Adjusted,4390.1
2026-04-01,Household spending - Percentage change from previous period,Clothing and footwear,Australia,Percent,Seasonally Adjusted,-2.1
2026-04-01,Household spending - Through the year percentage change,Clothing and footwear,Australia,Percent,Seasonally Adjusted,7.2
2026-04-01,Household spending,Discretionary,Australia,$ Millions,Seasonally Adjusted,51149.5
2026-04-01,Household spending - Percentage change from previous period,Discretionary,Australia,Percent,Seasonally Adjusted,-0.8
2026-04-01,Household spending - Through the year percentage change,Discretionary,Australia,Percent,Seasonally Adjusted,4.6
2026-04-01,Household spending,Food,Australia,$ Millions,Seasonally Adjusted,12401.2
2026-04-01,Household spending - Percentage change from previous period,Food,Australia,Percent,Seasonally Adjusted,-1.2
2026-04-01,Household spending - Through the year percentage change,Food,Australia,Percent,Seasonally Adjusted,4.7
2026-04-01,Household spending,Furnishings and household equipment,Australia,$ Millions,Seasonally Adjusted,5499.4
2026-04-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,0.0
2026-04-01,Household spending - Through the year percentage change,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,6.0
2026-04-01,Household spending,Goods,Australia,$ Millions,Seasonally Adjusted,42447.7
2026-04-01,Household spending - Percentage change from previous period,Goods,Australia,Percent,Seasonally Adjusted,-0.3
2026-04-01,Household spending - Through the year percentage change,Goods,Australia,Percent,Seasonally Adjusted,6.7
2026-04-01,Household spending,Health,Australia,$ Millions,Seasonally Adjusted,9432.3
2026-04-01,Household spending - Percentage change from previous period,Health,Australia,Percent,Seasonally Adjusted,0.5
2026-04-01,Household spending - Through the year percentage change,Health,Australia,Percent,Seasonally Adjusted,5.6
2026-04-01,Household spending,"Hotels, cafes and restaurants",Australia,$ Millions,Seasonally Adjusted,10947.3
2026-04-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,0.7
2026-04-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,3.6
2026-04-01,Household spending,Miscellaneous goods and services,Australia,$ Millions,Seasonally Adjusted,7291.5
2026-04-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,-1.1
2026-04-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,7.9
2026-04-01,Household spending,Non Discretionary,Australia,$ Millions,Seasonally Adjusted,28547.3
2026-04-01,Household spending - Percentage change from previous period,Non Discretionary,Australia,Percent,Seasonally Adjusted,-1.5
2026-04-01,Household spending - Through the year percentage change,Non Discretionary,Australia,Percent,Seasonally Adjusted,5.8
2026-04-01,Household spending,Recreation and culture,Australia,$ Millions,Seasonally Adjusted,13437.0
2026-04-01,Household spending - Percentage change from previous period,Recreation and culture,Australia,Percent,Seasonally Adjusted,-0.2
2026-04-01,Household spending - Through the year percentage change,Recreation and culture,Australia,Percent,Seasonally Adjusted,6.9
2026-04-01,Household spending,Services,Australia,$ Millions,Seasonally Adjusted,37249.1
2026-04-01,Household spending - Percentage change from previous period,Services,Australia,Percent,Seasonally Adjusted,-1.9
2026-04-01,Household spending - Through the year percentage change,Services,Australia,Percent,Seasonally Adjusted,3.2
2026-04-01,Household spending,Total (Household Spending Categories),Australia,$ Millions,Seasonally Adjusted,79696.8
2026-04-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,-1.0
2026-04-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,5.0
2026-04-01,Household spending,Transport,Australia,$ Millions,Seasonally Adjusted,13477.4
2026-04-01,Household spending - Percentage change from previous period,Transport,Australia,Percent,Seasonally Adjusted,-4.3
