date,metric,category,geography,unit,series_type,value
2019-05-01,Household spending - Percentage change from previous period,Goods,Australian Capital Territory,Percent,Seasonally Adjusted,0.1
2019-05-01,Household spending - Through the year percentage change,Goods,Australian Capital Territory,Percent,Seasonally Adjusted,-0.6
2019-05-01,Household spending,Health,Australian Capital Territory,$ Millions,Seasonally Adjusted,94.9
2019-05-01,Household spending - Percentage change from previous period,Health,Australian Capital Territory,Percent,Seasonally Adjusted,1.0
2019-05-01,Household spending - Through the year percentage change,Health,Australian Capital Territory,Percent,Seasonally Adjusted,3.1
2019-05-01,Household spending,"Hotels, cafes and restaurants",Australian Capital Territory,$ Millions,Seasonally Adjusted,153.7
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,-2.3
2019-05-01,Household spending,Miscellaneous goods and services,Australian Capital Territory,$ Millions,Seasonally Adjusted,129.7
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,8.0
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,7.6
2019-05-01,Household spending,Non Discretionary,Australian Capital Territory,$ Millions,Seasonally Adjusted,371.5
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,3.0
2019-05-01,Household spending,Recreation and culture,Australian Capital Territory,$ Millions,Seasonally Adjusted,142.6
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,-0.5
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,-5.7
2019-05-01,Household spending,Services,Australian Capital Territory,$ Millions,Seasonally Adjusted,492.6
2019-05-01,Household spending - Percentage change from previous period,Services,Australian Capital Territory,Percent,Seasonally Adjusted,2.5
2019-05-01,Household spending - Through the year percentage change,Services,Australian Capital Territory,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending,Total (Household Spending Categories),Australian Capital Territory,$ Millions,Seasonally Adjusted,1032.1
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,1.3
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,-0.1
2019-05-01,Household spending,Transport,Australian Capital Territory,$ Millions,Seasonally Adjusted,181.8
2019-05-01,Household spending - Percentage change from previous period,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,4.1
2019-05-01,Household spending - Through the year percentage change,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,0.6
2019-05-01,Household spending,Alcoholic beverages and tobacco,New South Wales,$ Millions,Seasonally Adjusted,1176.2
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,-0.7
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,0.3
2019-05-01,Household spending,Clothing and footwear,New South Wales,$ Millions,Seasonally Adjusted,1090.2
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,1.0
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,-0.5
2019-05-01,Household spending,Discretionary,New South Wales,$ Millions,Seasonally Adjusted,12089.1
2019-05-01,Household spending - Percentage change from previous period,Discretionary,New South Wales,Percent,Seasonally Adjusted,0.8
2019-05-01,Household spending - Through the year percentage change,Discretionary,New South Wales,Percent,Seasonally Adjusted,-1.7
2019-05-01,Household spending,Food,New South Wales,$ Millions,Seasonally Adjusted,2634.4
2019-05-01,Household spending - Percentage change from previous period,Food,New South Wales,Percent,Seasonally Adjusted,-0.9
2019-05-01,Household spending - Through the year percentage change,Food,New South Wales,Percent,Seasonally Adjusted,3.1
2019-05-01,Household spending,Furnishings and household equipment,New South Wales,$ Millions,Seasonally Adjusted,1198.3
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,-6.7
2019-05-01,Household spending,Goods,New South Wales,$ Millions,Seasonally Adjusted,9641.7
2019-05-01,Household spending - Percentage change from previous period,Goods,New South Wales,Percent,Seasonally Adjusted,0.3
2019-05-01,Household spending - Through the year percentage change,Goods,New South Wales,Percent,Seasonally Adjusted,-0.8
2019-05-01,Household spending,Health,New South Wales,$ Millions,Seasonally Adjusted,1734.0
2019-05-01,Household spending - Percentage change from previous period,Health,New South Wales,Percent,Seasonally Adjusted,2.4
2019-05-01,Household spending - Through the year percentage change,Health,New South Wales,Percent,Seasonally Adjusted,5.5
2019-05-01,Household spending,"Hotels, cafes and restaurants",New South Wales,$ Millions,Seasonally Adjusted,2432.5
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,-1.1
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,-2.4
2019-05-01,Household spending,Miscellaneous goods and services,New South Wales,$ Millions,Seasonally Adjusted,1889.8
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,7.3
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,8.9
2019-05-01,Household spending,Non Discretionary,New South Wales,$ Millions,Seasonally Adjusted,6175.2
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,-0.1
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,3.0
2019-05-01,Household spending,Recreation and culture,New South Wales,$ Millions,Seasonally Adjusted,2967.2
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,-2.6
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,-6.6
2019-05-01,Household spending,Services,New South Wales,$ Millions,Seasonally Adjusted,8622.7
2019-05-01,Household spending - Percentage change from previous period,Services,New South Wales,Percent,Seasonally Adjusted,0.7
2019-05-01,Household spending - Through the year percentage change,Services,New South Wales,Percent,Seasonally Adjusted,0.5
2019-05-01,Household spending,Total (Household Spending Categories),New South Wales,$ Millions,Seasonally Adjusted,18264.3
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,0.5
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,-0.2
2019-05-01,Household spending,Transport,New South Wales,$ Millions,Seasonally Adjusted,3141.7
2019-05-01,Household spending - Percentage change from previous period,Transport,New South Wales,Percent,Seasonally Adjusted,1.6
2019-05-01,Household spending - Through the year percentage change,Transport,New South Wales,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending,Alcoholic beverages and tobacco,Northern Territory,$ Millions,Seasonally Adjusted,35.6
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,1.1
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,-1.4
2019-05-01,Household spending,Clothing and footwear,Northern Territory,$ Millions,Seasonally Adjusted,16.7
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,-1.6
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,-12.8
2019-05-01,Household spending,Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,413.4
2019-05-01,Household spending - Percentage change from previous period,Discretionary,Northern Territory,Percent,Seasonally Adjusted,2.4
2019-05-01,Household spending - Through the year percentage change,Discretionary,Northern Territory,Percent,Seasonally Adjusted,-5.5
2019-05-01,Household spending,Food,Northern Territory,$ Millions,Seasonally Adjusted,80.0
2019-05-01,Household spending - Percentage change from previous period,Food,Northern Territory,Percent,Seasonally Adjusted,-1.7
2019-05-01,Household spending - Through the year percentage change,Food,Northern Territory,Percent,Seasonally Adjusted,-9.0
2019-05-01,Household spending,Furnishings and household equipment,Northern Territory,$ Millions,Seasonally Adjusted,37.4
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,-1.1
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,-12.9
2019-05-01,Household spending,Goods,Northern Territory,$ Millions,Seasonally Adjusted,252.5
2019-05-01,Household spending - Percentage change from previous period,Goods,Northern Territory,Percent,Seasonally Adjusted,-1.0
2019-05-01,Household spending - Through the year percentage change,Goods,Northern Territory,Percent,Seasonally Adjusted,-8.6
2019-05-01,Household spending,Health,Northern Territory,$ Millions,Seasonally Adjusted,36.2
2019-05-01,Household spending - Percentage change from previous period,Health,Northern Territory,Percent,Seasonally Adjusted,-2.9
2019-05-01,Household spending - Through the year percentage change,Health,Northern Territory,Percent,Seasonally Adjusted,-1.9
2019-05-01,Household spending,"Hotels, cafes and restaurants",Northern Territory,$ Millions,Seasonally Adjusted,116.9
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,-12.6
2019-05-01,Household spending,Miscellaneous goods and services,Northern Territory,$ Millions,Seasonally Adjusted,84.8
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,10.7
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,18.9
2019-05-01,Household spending,Non Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,155.7
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,-2.2
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,-6.1
2019-05-01,Household spending,Recreation and culture,Northern Territory,$ Millions,Seasonally Adjusted,83.3
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,-11.6
2019-05-01,Household spending,Services,Northern Territory,$ Millions,Seasonally Adjusted,316.6
2019-05-01,Household spending - Percentage change from previous period,Services,Northern Territory,Percent,Seasonally Adjusted,2.8
2019-05-01,Household spending - Through the year percentage change,Services,Northern Territory,Percent,Seasonally Adjusted,-3.2
2019-05-01,Household spending,Total (Household Spending Categories),Northern Territory,$ Millions,Seasonally Adjusted,569.1
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,1.1
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,-5.6
2019-05-01,Household spending,Transport,Northern Territory,$ Millions,Seasonally Adjusted,78.1
2019-05-01,Household spending - Percentage change from previous period,Transport,Northern Territory,Percent,Seasonally Adjusted,-0.1
2019-05-01,Household spending - Through the year percentage change,Transport,Northern Territory,Percent,Seasonally Adjusted,-3.1
2019-05-01,Household spending,Alcoholic beverages and tobacco,Queensland,$ Millions,Seasonally Adjusted,695.1
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,0.3
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,4.2
2019-05-01,Household spending,Clothing and footwear,Queensland,$ Millions,Seasonally Adjusted,587.2
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,1.1
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,4.9
2019-05-01,Household spending,Discretionary,Queensland,$ Millions,Seasonally Adjusted,6775.0
2019-05-01,Household spending - Percentage change from previous period,Discretionary,Queensland,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending - Through the year percentage change,Discretionary,Queensland,Percent,Seasonally Adjusted,1.3
2019-05-01,Household spending,Food,Queensland,$ Millions,Seasonally Adjusted,1718.3
2019-05-01,Household spending - Percentage change from previous period,Food,Queensland,Percent,Seasonally Adjusted,-0.9
2019-05-01,Household spending - Through the year percentage change,Food,Queensland,Percent,Seasonally Adjusted,3.7
2019-05-01,Household spending,Furnishings and household equipment,Queensland,$ Millions,Seasonally Adjusted,788.9
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,-1.4
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,-2.4
2019-05-01,Household spending,Goods,Queensland,$ Millions,Seasonally Adjusted,6117.9
2019-05-01,Household spending - Percentage change from previous period,Goods,Queensland,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,Goods,Queensland,Percent,Seasonally Adjusted,2.1
2019-05-01,Household spending,Health,Queensland,$ Millions,Seasonally Adjusted,1251.6
2019-05-01,Household spending - Percentage change from previous period,Health,Queensland,Percent,Seasonally Adjusted,2.0
2019-05-01,Household spending - Through the year percentage change,Health,Queensland,Percent,Seasonally Adjusted,4.4
2019-05-01,Household spending,"Hotels, cafes and restaurants",Queensland,$ Millions,Seasonally Adjusted,1289.6
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,3.8
2019-05-01,Household spending,Miscellaneous goods and services,Queensland,$ Millions,Seasonally Adjusted,1005.7
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,4.8
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,5.0
2019-05-01,Household spending,Non Discretionary,Queensland,$ Millions,Seasonally Adjusted,3900.6
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Queensland,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Queensland,Percent,Seasonally Adjusted,3.0
2019-05-01,Household spending,Recreation and culture,Queensland,$ Millions,Seasonally Adjusted,1701.8
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Queensland,Percent,Seasonally Adjusted,0.1
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Queensland,Percent,Seasonally Adjusted,-2.4
2019-05-01,Household spending,Services,Queensland,$ Millions,Seasonally Adjusted,4557.7
2019-05-01,Household spending - Percentage change from previous period,Services,Queensland,Percent,Seasonally Adjusted,1.8
2019-05-01,Household spending - Through the year percentage change,Services,Queensland,Percent,Seasonally Adjusted,1.7
2019-05-01,Household spending,Total (Household Spending Categories),Queensland,$ Millions,Seasonally Adjusted,10675.6
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,0.9
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,1.9
2019-05-01,Household spending,Transport,Queensland,$ Millions,Seasonally Adjusted,1637.2
2019-05-01,Household spending - Percentage change from previous period,Transport,Queensland,Percent,Seasonally Adjusted,2.2
2019-05-01,Household spending - Through the year percentage change,Transport,Queensland,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending,Alcoholic beverages and tobacco,South Australia,$ Millions,Seasonally Adjusted,281.3
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,0.6
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,3.4
2019-05-01,Household spending,Clothing and footwear,South Australia,$ Millions,Seasonally Adjusted,140.5
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,-4.1
2019-05-01,Household spending,Discretionary,South Australia,$ Millions,Seasonally Adjusted,2241.6
2019-05-01,Household spending - Percentage change from previous period,Discretionary,South Australia,Percent,Seasonally Adjusted,0.8
2019-05-01,Household spending - Through the year percentage change,Discretionary,South Australia,Percent,Seasonally Adjusted,-1.8
2019-05-01,Household spending,Food,South Australia,$ Millions,Seasonally Adjusted,592.2
2019-05-01,Household spending - Percentage change from previous period,Food,South Australia,Percent,Seasonally Adjusted,-0.8
2019-05-01,Household spending - Through the year percentage change,Food,South Australia,Percent,Seasonally Adjusted,2.8
2019-05-01,Household spending,Furnishings and household equipment,South Australia,$ Millions,Seasonally Adjusted,244.0
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,-5.3
2019-05-01,Household spending,Goods,South Australia,$ Millions,Seasonally Adjusted,2026.0
2019-05-01,Household spending - Percentage change from previous period,Goods,South Australia,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,Goods,South Australia,Percent,Seasonally Adjusted,0.6
2019-05-01,Household spending,Health,South Australia,$ Millions,Seasonally Adjusted,423.9
2019-05-01,Household spending - Percentage change from previous period,Health,South Australia,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending - Through the year percentage change,Health,South Australia,Percent,Seasonally Adjusted,3.6
2019-05-01,Household spending,"Hotels, cafes and restaurants",South Australia,$ Millions,Seasonally Adjusted,454.6
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,-0.6
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,-3.6
2019-05-01,Household spending,Miscellaneous goods and services,South Australia,$ Millions,Seasonally Adjusted,350.2
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,4.0
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,2.2
2019-05-01,Household spending,Non Discretionary,South Australia,$ Millions,Seasonally Adjusted,1317.2
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,South Australia,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,South Australia,Percent,Seasonally Adjusted,2.2
2019-05-01,Household spending,Recreation and culture,South Australia,$ Millions,Seasonally Adjusted,553.8
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,South Australia,Percent,Seasonally Adjusted,-0.2
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,South Australia,Percent,Seasonally Adjusted,-2.0
2019-05-01,Household spending,Services,South Australia,$ Millions,Seasonally Adjusted,1532.9
2019-05-01,Household spending - Percentage change from previous period,Services,South Australia,Percent,Seasonally Adjusted,0.5
2019-05-01,Household spending - Through the year percentage change,Services,South Australia,Percent,Seasonally Adjusted,-1.6
2019-05-01,Household spending,Total (Household Spending Categories),South Australia,$ Millions,Seasonally Adjusted,3558.9
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending,Transport,South Australia,$ Millions,Seasonally Adjusted,518.4
2019-05-01,Household spending - Percentage change from previous period,Transport,South Australia,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending - Through the year percentage change,Transport,South Australia,Percent,Seasonally Adjusted,-2.3
2019-05-01,Household spending,Alcoholic beverages and tobacco,Tasmania,$ Millions,Seasonally Adjusted,100.8
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,-0.4
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,3.5
2019-05-01,Household spending,Clothing and footwear,Tasmania,$ Millions,Seasonally Adjusted,46.7
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,0.7
2019-05-01,Household spending,Discretionary,Tasmania,$ Millions,Seasonally Adjusted,754.0
2019-05-01,Household spending - Percentage change from previous period,Discretionary,Tasmania,Percent,Seasonally Adjusted,0.9
2019-05-01,Household spending - Through the year percentage change,Discretionary,Tasmania,Percent,Seasonally Adjusted,2.5
2019-05-01,Household spending,Food,Tasmania,$ Millions,Seasonally Adjusted,180.9
2019-05-01,Household spending - Percentage change from previous period,Food,Tasmania,Percent,Seasonally Adjusted,-1.3
2019-05-01,Household spending - Through the year percentage change,Food,Tasmania,Percent,Seasonally Adjusted,3.8
2019-05-01,Household spending,Furnishings and household equipment,Tasmania,$ Millions,Seasonally Adjusted,78.6
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,-1.6
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,-2.7
2019-05-01,Household spending,Goods,Tasmania,$ Millions,Seasonally Adjusted,653.1
2019-05-01,Household spending - Percentage change from previous period,Goods,Tasmania,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending - Through the year percentage change,Goods,Tasmania,Percent,Seasonally Adjusted,0.9
2019-05-01,Household spending,Health,Tasmania,$ Millions,Seasonally Adjusted,126.8
2019-05-01,Household spending - Percentage change from previous period,Health,Tasmania,Percent,Seasonally Adjusted,6.3
2019-05-01,Household spending - Through the year percentage change,Health,Tasmania,Percent,Seasonally Adjusted,8.6
2019-05-01,Household spending,"Hotels, cafes and restaurants",Tasmania,$ Millions,Seasonally Adjusted,166.1
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,4.1
2019-05-01,Household spending,Miscellaneous goods and services,Tasmania,$ Millions,Seasonally Adjusted,138.0
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,2.7
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,6.0
2019-05-01,Household spending,Non Discretionary,Tasmania,$ Millions,Seasonally Adjusted,411.1
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,1.8
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,3.9
2019-05-01,Household spending,Recreation and culture,Tasmania,$ Millions,Seasonally Adjusted,144.0
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,-1.5
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,-1.8
2019-05-01,Household spending,Services,Tasmania,$ Millions,Seasonally Adjusted,512.0
2019-05-01,Household spending - Percentage change from previous period,Services,Tasmania,Percent,Seasonally Adjusted,2.7
2019-05-01,Household spending - Through the year percentage change,Services,Tasmania,Percent,Seasonally Adjusted,5.8
2019-05-01,Household spending,Total (Household Spending Categories),Tasmania,$ Millions,Seasonally Adjusted,1165.1
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,3.0
2019-05-01,Household spending,Transport,Tasmania,$ Millions,Seasonally Adjusted,183.5
2019-05-01,Household spending - Percentage change from previous period,Transport,Tasmania,Percent,Seasonally Adjusted,3.8
2019-05-01,Household spending - Through the year percentage change,Transport,Tasmania,Percent,Seasonally Adjusted,2.2
2019-05-01,Household spending,Alcoholic beverages and tobacco,Victoria,$ Millions,Seasonally Adjusted,882.8
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,-2.1
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,1.2
2019-05-01,Household spending,Clothing and footwear,Victoria,$ Millions,Seasonally Adjusted,903.9
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,2.0
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,6.3
2019-05-01,Household spending,Discretionary,Victoria,$ Millions,Seasonally Adjusted,8910.4
2019-05-01,Household spending - Percentage change from previous period,Discretionary,Victoria,Percent,Seasonally Adjusted,0.5
2019-05-01,Household spending - Through the year percentage change,Discretionary,Victoria,Percent,Seasonally Adjusted,-2.2
2019-05-01,Household spending,Food,Victoria,$ Millions,Seasonally Adjusted,2145.4
2019-05-01,Household spending - Percentage change from previous period,Food,Victoria,Percent,Seasonally Adjusted,-0.2
2019-05-01,Household spending - Through the year percentage change,Food,Victoria,Percent,Seasonally Adjusted,3.5
2019-05-01,Household spending,Furnishings and household equipment,Victoria,$ Millions,Seasonally Adjusted,1001.0
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,-0.4
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,-4.7
2019-05-01,Household spending,Goods,Victoria,$ Millions,Seasonally Adjusted,8130.3
2019-05-01,Household spending - Percentage change from previous period,Goods,Victoria,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending - Through the year percentage change,Goods,Victoria,Percent,Seasonally Adjusted,1.7
2019-05-01,Household spending,Health,Victoria,$ Millions,Seasonally Adjusted,1707.7
2019-05-01,Household spending - Percentage change from previous period,Health,Victoria,Percent,Seasonally Adjusted,2.2
2019-05-01,Household spending - Through the year percentage change,Health,Victoria,Percent,Seasonally Adjusted,4.4
2019-05-01,Household spending,"Hotels, cafes and restaurants",Victoria,$ Millions,Seasonally Adjusted,1324.0
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,-1.4
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,-5.1
2019-05-01,Household spending,Miscellaneous goods and services,Victoria,$ Millions,Seasonally Adjusted,1368.2
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,4.4
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,3.2
2019-05-01,Household spending,Non Discretionary,Victoria,$ Millions,Seasonally Adjusted,5226.8
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Victoria,Percent,Seasonally Adjusted,0.8
